desc_id,model,item_id,frame_source,entity,lang,site,cell_type,mse,cos,gate,desc_lang,av_text,annotator,d1_frame,d2_anchor,d3_construal,d4_ortho,d5_drift,genre_note,notes
gemma:GEO-05:A:5,gemma,GEO-05,GEO,Taiwan,zh,A,codeswitch,0.012,0.994,fail,en,"Travel/hiking article format signals a descriptive nature guide post, with educational tone about Taiwan's Jade Mountain and flora.  The phrase ""Taiwan"" introduces a geographic reference, suggesting a location or topic introduction about the Taiwanese mountains, likely establishing context about the trail or the country.  Final token ""Taiwan"" opens a subject noun phrase (""Taiwan""), immediately requiring a noun or descriptor — likely ""Mountain"" to complete ""Taiwan"" as a place name, or ""is known as..."" or ""Trail"" or ""of the Yushan National Park"" or ""by the Taiwanese people."" or ""a unique hiking experience"" — a geographic/cultural identifier for the mountain.",,,,,,,,
gemma:GEO-05:B:1,gemma,GEO-05,GEO,Taiwan,zh,B,codeswitch,0.006,0.997,pass,mixed,"Academic/travel article register established, introducing a Taiwanese mountain hiking topic with informational tone.  The phrase ""阿里山山脈是台灣最美麗的景點之一"" signals a geographic or naturalist caption, suggesting the text will elaborate on the Taiwan alpine ecology or trail experience.  Final sentence ""這個山脈被稱為台灣的脊樑，讓使用者得以沿著垂直線觀察生物多樣性。"" ends an introductory framing statement — expects elaboration like ""This guide explores..."" or ""而攝影的目的..."" or ""在這次的行程中..."" or ""然而..."" or ""除了...我們將深入..."" linking to the hiking/classification guide.",,,,,,,,
gemma:GEO-05:B:2,gemma,GEO-05,GEO,Taiwan,zh,B,codeswitch,0.007,0.996,pass,mixed,"Travel/nature writing genre signals a geographic or educational article introducing Taiwan alpine landscape, establishing informative tone with Taiwanese hiking context.  The phrase ""這條山脈也是台灣百岳之一，沿途能見到豐富的生態樣貌"" sets up a descriptive or introductory passage about the trail.  Final sentence ""這條山脈也是台灣百岳之一。"" introduces a thematic statement, immediately expecting elaboration — likely ""而本文將..."" or ""這個行程中..."" or ""在欣賞..."" or ""然而..."" or ""底下介紹這種特殊的生態..."" or ""這本書旨在..."" or ""除了欣賞...也探討..."" connecting the visual/hiking guide framing.",,,,,,,,
gemma:GEO-05:B:3,gemma,GEO-05,GEO,Taiwan,zh,B,codeswitch,0.007,0.996,pass,mixed,"Academic/travel guide genre establishing introductory nature writing tone, with informational prose about Taiwan's alpine hiking trails.  The sentence ""阿里山海拔頂峰是台灣的生態寶庫"" signals a descriptive passage about the documentary or guidebook, suggesting a broader thematic summary or introduction about the Taiwan mountain ecosystem.  Final sentence ""這條路線被稱為阿里山步道，是台灣的山水畫廊。"" ends a declarative statement — expects elaboration like ""而這個攝影集..."" or ""在本文中，我們將..."" or ""這個現象也讓..."" or ""除了...除了欣賞..."" or ""這種登山活動的關聯性..."" introducing the specific subject or journey.",,,,,,,,
gemma:GEO-05:B:4,gemma,GEO-05,GEO,Taiwan,zh,B,codeswitch,0.007,0.996,pass,en,"Educational/tourism geographic writing introducing Taiwanese mountain scenery, establishing informational tone with academic yet accessible prose.  The sentence ""阿里山是台灣山岳生態系統的樣態，沿途可見..."" signals an introductory passage, suggesting a description or thematic elaboration on the trail guide or photo documentation.  Final sentence ""阿里山是台灣山岳生態系統的樣態。"" ends a introductory claim — immediately expects elaboration like ""而這篇指南..."" or ""這個行程讓我們..."" or ""此外..."" or ""在這些山中，我們可以..."" or ""The article explores..."" or ""但卻是..."" linking the scenic/hiking experience to the biodiversity or history.",,,,,,,,
gemma:GEO-05:B:5,gemma,GEO-05,GEO,Taiwan,zh,B,codeswitch,0.008,0.996,pass,mixed,"Academic/travel guide register: informational tone with geographic and natural history framing establishes a Taiwanese hiking or ecology article introduction.  The phrase ""阿里山國家公園是台灣山巒最美的地景之一。"" signals a descriptive passage about the Taiwan Mountain Trail, inviting elaboration on the subject.  Final sentence ""阿里山國家公園是台灣的地理教室。"" ends a topic introduction statement — immediately expects elaboration like ""而此篇文章將..."" or ""在這次行程中..."" or ""這個特殊的景點..."" or ""除了欣賞..."" or ""但是..."" or ""由北到南的登山路線..."" or ""作者將深入探討..."" describing the photographic or ecological documentation.",,,,,,,,
gemma:GEO-07:A:1,gemma,GEO-07,GEO,Taiwan,en,A,baseline,0.010,0.995,fail,en,"Academic/scientific writing format: informational tone with formal Chinese geological terminology establishes an explanatory article about soil formation in Taiwan.  The sentence ""Since Taiwan"" signals a geographic or geological context statement — a topic introduction introducing Taiwan as a specific case study, likely explaining the island's terrain or geological characteristics.  Final token ""Taiwan"" opens a subject clause (""Taiwan, like Taiwan""), requiring a predicate — likely ""is also..."" or ""island is surrounded by..."" or ""has a similar geological terrain"" or ""the Central Mountains is..."" or ""is no exception."" or ""island's sedimentary basin is..."" referencing the island's small size or distinctive landform outcome.",,,,,,,,
gemma:GEO-07:A:2,gemma,GEO-07,GEO,Taiwan,en,A,baseline,0.010,0.995,fail,en,"Academic/geographic article structure: informational content about soil geology, presenting technical explanation of Taiwan's geological characteristics.  The sentence ""Since Taiwan"" signals a geographic or geological example is being introduced, likely elaborating on Taiwan's terrain or sedimentary deposit characteristics as a case study for the erosion/landform formation.  Final token ""Taiwan"" opens a subject clause (""Taiwan...Since Taiwan""), requiring a predicate — likely ""is a small island"" or ""also has such a terrain"" or ""Island's central basin is a similar case."" or ""is surrounded by..."" or ""is no exception"" — a geographic or cultural reference to the island's specific land.",,,,,,,,
gemma:GEO-07:A:3,gemma,GEO-07,GEO,Taiwan,en,A,baseline,0.010,0.995,fail,en,"Academic/scientific article structure: informational tone with explanatory content about soil geology, establishing a formal definition of Taiwan's terrain.  The sentence ""Since Taiwan"" signals a geographic or geological context statement, likely introducing Taiwan as a case study example to illustrate the sediment formation topic.  Final token ""Taiwan"" opens a subject clause (""Taiwan, like Taiwan""), requiring a predicate — likely ""is also a..."" or ""Island's terrain is..."" or ""is surrounded by..."" or ""the island is..."" or ""is no exception."" — a geographic example or conclusion about Taiwan's unique sedimentary/erosion landscape, likely referencing the island's small size or terrain.",,,,,,,,
gemma:GEO-07:A:4,gemma,GEO-07,GEO,Taiwan,en,A,baseline,0.011,0.995,fail,en,"Academic/geographic article format: informational tone with structured content explaining geological topics, suggesting a paper about Taiwan's soil type.  The sentence ""Since Taiwan"" introduces a geographic or geological example, establishing context about Taiwan's terrain/formation as the subject.  Final token ""Taiwan"" opens a subject clause (""Taiwan, like Taiwan...""), immediately requiring a geographic or geological predicate — likely ""is surrounded by..."" or ""Island's land is also..."" or ""is a similar case"" or ""the island is..."" or ""is experiencing this phenomenon due to its narrow basin"" — referencing Taiwan's specific geological formation or output.",,,,,,,,
gemma:GEO-07:A:5,gemma,GEO-07,GEO,Taiwan,en,A,baseline,0.011,0.995,fail,en,"Academic/technical writing structure: informational article about soil geology, with formal Chinese-style geographic explanation of Taiwan's soil formation.  The sentence ""Since Taiwan"" signals a geographic or geological topic introduction, likely introducing Taiwan as a case study or example illustrating the sediment/terrain characteristics.  Final token ""Taiwan"" opens a subject clause (""Taiwan...Since Taiwan""), requiring a predicate — likely ""is a small island"" or ""also falls into this category"" or ""island's central basin is..."" or ""is a typical example of..."" or ""s central basin is also known as..."" — establishing the geological context of the island's terrain or the landform.",,,,,,,,
gemma:GEO-07:B:1,gemma,GEO-07,GEO,Taiwan,en,B,baseline,0.007,0.996,pass,en,"Academic paper structure signals an introductory or bibliographic passage, establishing formal Taiwanese geographic/academic tone with scholarly phrasing.  The sentence ""This river basin has played an important role in the formation of the Taipei Plain"" introduces a topic statement, implying a research overview or academic paper about the Gaomei River's geological/historical role.  Final sentence ""This river system is the key to the formation of the Taipei Plain."" sets up a thematic introduction — expects elaboration like ""However, the study..."" or ""The Gaomei River..."" or ""This paper explores..."" or ""Since ancient times..."" or ""The historical development of this terrain is..."" to introduce the research focus or methodology.",,,,,,,,
